command	namespace	access	ui_status	capability	limitation	cli_source	ui_source
openstack network show	openstack.network.v2	read	yes	Показать — Список Networks, Network Details и Delete Networks.	Есть Project/Admin views; provider fields отображаются как атрибуты сети, а не отдельный segment CRUD.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/network.py#L847	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/networks/tables.py#L190; https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/networks/templates/networks/_detail_overview.html#L1
openstack network unset	openstack.network.v2	mutation	no	Снять параметры — CLI снимает сетевые теги.	В network unset тега 7.4.0 нет снятия gateway/QoS; зарегистрирована именно очистка tags. UI управления тегами сети нет.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/network.py#L871	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/networks/forms.py#L35
openstack network l3 conntrack helper create	openstack.network.v2	mutation	no	Создать — Создать: L3 conntrack helper маршрутизатора.	Нет формы управления conntrack helpers.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/l3_conntrack_helper.py#L48	https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/enabled; https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/dashboards; https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/static/app/core
openstack network l3 conntrack helper delete	openstack.network.v2	mutation	no	Удалить — Удалить: L3 conntrack helper маршрутизатора.	Нет формы управления conntrack helpers.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/l3_conntrack_helper.py#L94	https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/enabled; https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/dashboards; https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/static/app/core
openstack network l3 conntrack helper list	openstack.network.v2	read	no	Перечислить — Перечислить: L3 conntrack helper маршрутизатора.	Нет формы управления conntrack helpers.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/l3_conntrack_helper.py#L142	https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/enabled; https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/dashboards; https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/static/app/core
openstack network l3 conntrack helper set	openstack.network.v2	mutation	no	Изменить — Изменить: L3 conntrack helper маршрутизатора.	Нет формы управления conntrack helpers.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/l3_conntrack_helper.py#L205	https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/enabled; https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/dashboards; https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/static/app/core
openstack network l3 conntrack helper show	openstack.network.v2	read	no	Показать — Показать: L3 conntrack helper маршрутизатора.	Нет формы управления conntrack helpers.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/l3_conntrack_helper.py#L252	https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/enabled; https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/dashboards; https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/static/app/core
openstack network meter create	openstack.network.v2	mutation	no	Создать — Создать: metering label сети.	Нет панели Neutron metering labels.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/network_meter.py#L64	https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/enabled; https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/dashboards; https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/static/app/core
openstack network meter delete	openstack.network.v2	mutation	no	Удалить — Удалить: metering label сети.	Нет панели Neutron metering labels.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/network_meter.py#L117	https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/enabled; https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/dashboards; https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/static/app/core
openstack network meter list	openstack.network.v2	read	no	Перечислить — Перечислить: metering label сети.	Нет панели Neutron metering labels.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/network_meter.py#L154	https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/enabled; https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/dashboards; https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/static/app/core
openstack network meter show	openstack.network.v2	read	no	Показать — Показать: metering label сети.	Нет панели Neutron metering labels.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/network_meter.py#L186	https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/enabled; https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/dashboards; https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/static/app/core
openstack network meter rule create	openstack.network.v2	mutation	no	Создать — Создать: правило metering label.	Нет интерфейса metering label rules.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/network_meter_rule.py#L68	https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/enabled; https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/dashboards; https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/static/app/core
openstack network meter rule delete	openstack.network.v2	mutation	no	Удалить — Удалить: правило metering label.	Нет интерфейса metering label rules.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/network_meter_rule.py#L145	https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/enabled; https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/dashboards; https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/static/app/core
openstack network meter rule list	openstack.network.v2	read	no	Перечислить — Перечислить: правило metering label.	Нет интерфейса metering label rules.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/network_meter_rule.py#L186	https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/enabled; https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/dashboards; https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/static/app/core
openstack network meter rule show	openstack.network.v2	read	no	Показать — Показать: правило metering label.	Нет интерфейса metering label rules.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/network_meter_rule.py#L221	https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/enabled; https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/dashboards; https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/static/app/core
openstack network qos policy create	openstack.network.v2	mutation	yes	Создать — Network QoS → Create Policy: name, description, shared.	Нужен extension qos; default/project и прочие CLI-поля представлены не все.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/network_qos_policy.py#L82	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/static/app/core/network_qos/actions/actions.module.js#L32; https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/static/app/core/network_qos/actions/workflow/workflow.service.js#L37
openstack network qos policy delete	openstack.network.v2	mutation	yes	Удалить — Network QoS: список, Policy Details, Delete Policy/Policies.	Нужен extension qos.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/network_qos_policy.py#L143	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/static/app/core/network_qos/actions/actions.module.js#L32; https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/static/app/core/network_qos/details/overview.html#L1
openstack network qos policy list	openstack.network.v2	read	yes	Перечислить — Network QoS: список, Policy Details, Delete Policy/Policies.	Нужен extension qos.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/network_qos_policy.py#L184	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/static/app/core/network_qos/actions/actions.module.js#L32; https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/static/app/core/network_qos/details/overview.html#L1
openstack network qos policy set	openstack.network.v2	mutation	no	Изменить — Нет Edit Policy.	Edit Rule изменяет правило политики, а не name/description/shared/default самой policy.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/network_qos_policy.py#L243	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/static/app/core/network_qos/actions/actions.module.js#L32
openstack network qos policy show	openstack.network.v2	read	yes	Показать — Network QoS: список, Policy Details, Delete Policy/Policies.	Нужен extension qos.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/network_qos_policy.py#L295	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/static/app/core/network_qos/actions/actions.module.js#L32; https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/static/app/core/network_qos/details/overview.html#L1
openstack network qos rule create	openstack.network.v2	mutation	yes	Создать — Add/Edit/Delete Rule поддерживает bandwidth_limit, dscp_marking, minimum_bandwidth, minimum_packet_rate.	Нужны qos и соответствующие серверные policy/driver capabilities; статический UI-код не подтверждает runtime поддержку драйвером.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/network_qos_rule.py#L237	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/static/app/core/network_qos/actions/actions.module.js#L32; https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/static/app/core/network_qos/actions/add-rule.action.service.js#L129
openstack network qos rule delete	openstack.network.v2	mutation	yes	Удалить — Add/Edit/Delete Rule поддерживает bandwidth_limit, dscp_marking, minimum_bandwidth, minimum_packet_rate.	Нужны qos и соответствующие серверные policy/driver capabilities; статический UI-код не подтверждает runtime поддержку драйвером.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/network_qos_rule.py#L285	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/static/app/core/network_qos/actions/actions.module.js#L32; https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/static/app/core/network_qos/actions/delete-rule.action.service.js#L85
openstack network qos rule list	openstack.network.v2	read	yes	Перечислить — Правила и их параметры отображаются в Policy Details, по типам.	Просмотр встроен в карточку политики, отдельная навигационная панель правил не требуется.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/network_qos_rule.py#L322	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/static/app/core/network_qos/details/overview.html#L24
openstack network qos rule set	openstack.network.v2	mutation	yes	Изменить — Add/Edit/Delete Rule поддерживает bandwidth_limit, dscp_marking, minimum_bandwidth, minimum_packet_rate.	Нужны qos и соответствующие серверные policy/driver capabilities; статический UI-код не подтверждает runtime поддержку драйвером.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/network_qos_rule.py#L368	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/static/app/core/network_qos/actions/actions.module.js#L32; https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/static/app/core/network_qos/actions/edit-rule.action.service.js#L135
openstack network qos rule show	openstack.network.v2	read	yes	Показать — Правила и их параметры отображаются в Policy Details, по типам.	Просмотр встроен в карточку политики, отдельная навигационная панель правил не требуется.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/network_qos_rule.py#L414	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/static/app/core/network_qos/details/overview.html#L24
openstack network qos rule type list	openstack.network.v2	read	no	Перечислить — Перечислить: тип правил QoS и возможности драйверов.	UI содержит фиксированный список четырех типов для создания правил; не вызывает справочник API rule_types и не показывает driver capabilities.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/network_qos_rule_type.py#L33	https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/enabled; https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/dashboards; https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/static/app/core
openstack network qos rule type show	openstack.network.v2	read	no	Показать — Показать: тип правил QoS и возможности драйверов.	UI содержит фиксированный список четырех типов для создания правил; не вызывает справочник API rule_types и не показывает driver capabilities.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/network_qos_rule_type.py#L82	https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/enabled; https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/dashboards; https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/static/app/core
openstack network rbac create	openstack.network.v2	mutation	partial	Создать — Admin → RBAC Policies → Create: share/external network либо shared qos_policy целевому проекту или *.	CLI также поддерживает address_group, address_scope, subnetpool, security_group; их нет среди трех вариантов формы. Нужны enable_rbac_policy и rbac-policies.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/network_rbac.py#L95	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/admin/rbac_policies/forms.py#L30; https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/admin/rbac_policies/tables.py#L24
openstack network rbac delete	openstack.network.v2	mutation	yes	Удалить — RBAC Policies: список, Details, Delete.	Нужны enable_rbac_policy (по умолчанию True), rbac-policies и админский доступ.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/network_rbac.py#L181	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/admin/rbac_policies/tables.py#L24; https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/admin/rbac_policies/tabs.py#L25
openstack network rbac list	openstack.network.v2	read	yes	Перечислить — RBAC Policies: список, Details, Delete.	Нужны enable_rbac_policy (по умолчанию True), rbac-policies и админский доступ.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/network_rbac.py#L220	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/admin/rbac_policies/tables.py#L24; https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/admin/rbac_policies/tabs.py#L25
openstack network rbac set	openstack.network.v2	mutation	yes	Изменить — Update RBAC Policy меняет target project, включая *.	Основной параметр CLI set представлен; отсутствует создание иных object types через форму.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/network_rbac.py#L314	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/admin/rbac_policies/forms.py#L159; https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/admin/rbac_policies/tables.py#L24
openstack network rbac show	openstack.network.v2	read	yes	Показать — RBAC Policies: список, Details, Delete.	Нужны enable_rbac_policy (по умолчанию True), rbac-policies и админский доступ.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/network_rbac.py#L363	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/admin/rbac_policies/tables.py#L24; https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/admin/rbac_policies/tabs.py#L25
openstack network segment create	openstack.network.v2	mutation	no	Создать — Создать: отдельный сегмент сети Neutron.	Provider network type/segmentation ID в Network не являются CRUD отдельного ресурса segment.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/network_segment.py#L36	https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/enabled; https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/dashboards; https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/static/app/core
openstack network segment delete	openstack.network.v2	mutation	no	Удалить — Удалить: отдельный сегмент сети Neutron.	Provider network type/segmentation ID в Network не являются CRUD отдельного ресурса segment.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/network_segment.py#L108	https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/enabled; https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/dashboards; https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/static/app/core
openstack network segment list	openstack.network.v2	read	no	Перечислить — Перечислить: отдельный сегмент сети Neutron.	Provider network type/segmentation ID в Network не являются CRUD отдельного ресурса segment.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/network_segment.py#L149	https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/enabled; https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/dashboards; https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/static/app/core
openstack network segment set	openstack.network.v2	mutation	no	Изменить — Изменить: отдельный сегмент сети Neutron.	Provider network type/segmentation ID в Network не являются CRUD отдельного ресурса segment.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/network_segment.py#L212	https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/enabled; https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/dashboards; https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/static/app/core
openstack network segment show	openstack.network.v2	read	no	Показать — Показать: отдельный сегмент сети Neutron.	Provider network type/segmentation ID в Network не являются CRUD отдельного ресурса segment.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/network_segment.py#L250	https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/enabled; https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/dashboards; https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/static/app/core
openstack network segment range create	openstack.network.v2	mutation	no	Создать — Создать: диапазон выделения сегментов сети.	Нет панели network segment ranges; поле segmentation ID сети не заменяет range.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/network_segment_range.py#L95	https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/enabled; https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/dashboards; https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/static/app/core
openstack network segment range delete	openstack.network.v2	mutation	no	Удалить — Удалить: диапазон выделения сегментов сети.	Нет панели network segment ranges; поле segmentation ID сети не заменяет range.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/network_segment_range.py#L253	https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/enabled; https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/dashboards; https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/static/app/core
openstack network segment range list	openstack.network.v2	read	no	Перечислить — Перечислить: диапазон выделения сегментов сети.	Нет панели network segment ranges; поле segmentation ID сети не заменяет range.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/network_segment_range.py#L306	https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/enabled; https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/dashboards; https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/static/app/core
openstack network segment range set	openstack.network.v2	mutation	no	Изменить — Изменить: диапазон выделения сегментов сети.	Нет панели network segment ranges; поле segmentation ID сети не заменяет range.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/network_segment_range.py#L422	https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/enabled; https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/dashboards; https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/static/app/core
openstack network segment range show	openstack.network.v2	read	no	Показать — Показать: диапазон выделения сегментов сети.	Нет панели network segment ranges; поле segmentation ID сети не заменяет range.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/network_segment_range.py#L487	https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/enabled; https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/dashboards; https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/static/app/core
openstack network service provider list	openstack.network.v2	read	no	Перечислить — Перечислить: провайдер сетевого сервиса.	Нет таблицы Neutron service providers; список provider network types в форме создания сети — другой объект.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/network_service_provider.py#L22	https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/enabled; https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/dashboards; https://github.com/openstack/horizon/tree/25.3.0/openstack_dashboard/static/app/core
openstack network subport list	openstack.network.v2	read	yes	Перечислить — Subports перечислены в деталях trunk.	Список вложен в trunk; нужен extension trunk.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/network_trunk.py#L263	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/static/app/core/trunks/details/overview.html#L1
openstack network trunk create	openstack.network.v2	mutation	yes	Создать — Trunks: Create/Delete, список, Details, parent port и subports.	Нужен extension trunk; project/admin scope и права остаются ограничением.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/network_trunk.py#L43	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/static/app/core/trunks/actions/actions.module.js#L45; https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/static/app/core/trunks/details/overview.html#L1
openstack network trunk delete	openstack.network.v2	mutation	yes	Удалить — Trunks: Create/Delete, список, Details, parent port и subports.	Нужен extension trunk; project/admin scope и права остаются ограничением.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/network_trunk.py#L100	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/static/app/core/trunks/actions/actions.module.js#L45; https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/static/app/core/trunks/details/overview.html#L1
openstack network trunk list	openstack.network.v2	read	yes	Перечислить — Trunks: Create/Delete, список, Details, parent port и subports.	Нужен extension trunk; project/admin scope и права остаются ограничением.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/network_trunk.py#L138	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/static/app/core/trunks/actions/actions.module.js#L45; https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/static/app/core/trunks/details/overview.html#L1
openstack network trunk set	openstack.network.v2	mutation	yes	Изменить — Edit Trunk: name, description, admin state, добавление/изменение subports.	Parent port существующего trunk не заменяется этой формой; UI diff отправляет update + remove/add subports.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/network_trunk.py#L177	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/static/app/core/trunks/actions/actions.module.js#L45; https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/api/neutron.py#L1126
openstack network trunk show	openstack.network.v2	read	yes	Показать — Trunks: Create/Delete, список, Details, parent port и subports.	Нужен extension trunk; project/admin scope и права остаются ограничением.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/network_trunk.py#L242	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/static/app/core/trunks/actions/actions.module.js#L45; https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/static/app/core/trunks/details/overview.html#L1
openstack network trunk unset	openstack.network.v2	mutation	yes	Снять параметры — Edit Trunk снимает выбранные subports.	Именно удаление subports является назначением CLI unset в этом теге.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/network_trunk.py#L294	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/static/app/core/trunks/actions/actions.module.js#L45; https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/api/neutron.py#L1153
openstack port create	openstack.network.v2	mutation	yes	Создать — Create Port у сети: fixed IP/subnet, MAC, device, vNIC, port security и security groups.	CLI содержит дополнительные поля (QoS, binding profile/host, extra DHCP, NUMA, hardware offload); полной эквивалентности флагов нет.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/port.py#L487	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/networks/ports/workflows.py#L57; https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/networks/ports/tables.py#L137
openstack port delete	openstack.network.v2	mutation	yes	Удалить — Ports в деталях сети; Port Details, Delete Port.	Список вложен в Network; административный вариант может видеть порты других проектов.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/port.py#L723	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/networks/ports/tables.py#L137; https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/networks/ports/views.py#L70
openstack port list	openstack.network.v2	read	yes	Перечислить — Ports в деталях сети; Port Details, Delete Port.	Список вложен в Network; административный вариант может видеть порты других проектов.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/port.py#L765	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/networks/ports/tables.py#L137; https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/networks/ports/views.py#L70
openstack port set	openstack.network.v2	mutation	partial	Изменить — Edit Port меняет name/admin state/vNIC/port security/security groups; Allowed Address Pairs добавляются в деталях.	Нет общего редактора CLI-свойств порта: fixed IP при update, QoS, binding profile/host, DNS, extra DHCP, NUMA и др.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/port.py#L965	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/networks/ports/workflows.py#L303; https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/networks/ports/extensions/allowed_address_pairs/tables.py#L31
openstack port show	openstack.network.v2	read	yes	Показать — Ports в деталях сети; Port Details, Delete Port.	Список вложен в Network; административный вариант может видеть порты других проектов.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/port.py#L1221	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/networks/ports/tables.py#L137; https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/networks/ports/views.py#L70
openstack port unset	openstack.network.v2	mutation	partial	Снять параметры — Можно снять security groups и удалить allowed address pairs.	Снятие binding profile, QoS, fixed IP, NUMA, host и hints не представлено.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/port.py#L1241	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/networks/ports/workflows.py#L373; https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/networks/ports/extensions/allowed_address_pairs/tables.py#L55
openstack router add gateway	openstack.network.v2	mutation	no	Нет UI управления несколькими external gateways.	CLI add/remove gateway требует external-gateway-multihoming. Обычные Set/Clear Gateway в UI соответствуют части router set/unset и не заменяют эти команды.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/router.py#L1248	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/routers/ports/forms.py#L147; https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/routers/tables.py#L110
openstack router add port	openstack.network.v2	mutation	no	Нет выбора существующего port для подключения к router.	Add Interface выбирает subnet и optional IP; вариант _add_interface_by_port создает новый порт, а не выбирает уже существующий CLI port.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/router.py#L310	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/routers/ports/forms.py#L28; https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/routers/ports/forms.py#L107
openstack router add route	openstack.network.v2	mutation	yes	Static Routes в деталях router: Add Static Route / Delete Static Routes.	Нужен extraroute; UI работает через таблицу маршрутов, а не обещает одинаковую атомарность всех CLI-вариантов.	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/network/v2/router.py#L360	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/routers/extensions/extraroutes/tables.py#L26
