package	version	interface	namespace	command	target	source_url
python-mistralclient	5.4.0	OSC	openstack.workflow_engine.v2	openstack workflow env delete	mistralclient.commands.v2.environments:Delete	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L53
python-mistralclient	5.4.0	OSC	openstack.workflow_engine.v2	openstack workflow env list	mistralclient.commands.v2.environments:List	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L55
python-mistralclient	5.4.0	OSC	openstack.workflow_engine.v2	openstack workflow env show	mistralclient.commands.v2.environments:Get	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L56
python-mistralclient	5.4.0	OSC	openstack.workflow_engine.v2	openstack workflow env update	mistralclient.commands.v2.environments:Update	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L54
python-mistralclient	5.4.0	OSC	openstack.workflow_engine.v2	openstack workflow execution create	mistralclient.commands.v2.executions:Create	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L66
python-mistralclient	5.4.0	OSC	openstack.workflow_engine.v2	openstack workflow execution delete	mistralclient.commands.v2.executions:Delete	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L67
python-mistralclient	5.4.0	OSC	openstack.workflow_engine.v2	openstack workflow execution input show	mistralclient.commands.v2.executions:GetInput	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L71
python-mistralclient	5.4.0	OSC	openstack.workflow_engine.v2	openstack workflow execution list	mistralclient.commands.v2.executions:List	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L69
python-mistralclient	5.4.0	OSC	openstack.workflow_engine.v2	openstack workflow execution output show	mistralclient.commands.v2.executions:GetOutput	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L72
python-mistralclient	5.4.0	OSC	openstack.workflow_engine.v2	openstack workflow execution published show	mistralclient.commands.v2.executions:GetPublished	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L74
python-mistralclient	5.4.0	OSC	openstack.workflow_engine.v2	openstack workflow execution report show	mistralclient.commands.v2.executions:GetReport	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L73
python-mistralclient	5.4.0	OSC	openstack.workflow_engine.v2	openstack workflow execution show	mistralclient.commands.v2.executions:Get	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L70
python-mistralclient	5.4.0	OSC	openstack.workflow_engine.v2	openstack workflow execution update	mistralclient.commands.v2.executions:Update	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L68
python-mistralclient	5.4.0	OSC	openstack.workflow_engine.v2	openstack workflow list	mistralclient.commands.v2.workflows:List	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L44
python-mistralclient	5.4.0	OSC	openstack.workflow_engine.v2	openstack workflow show	mistralclient.commands.v2.workflows:Get	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L45
python-mistralclient	5.4.0	OSC	openstack.workflow_engine.v2	openstack workflow update	mistralclient.commands.v2.workflows:Update	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L48
python-mistralclient	5.4.0	OSC	openstack.workflow_engine.v2	openstack workflow validate	mistralclient.commands.v2.workflows:Validate	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/setup.cfg#L50
python-mistralclient	5.4.0	standalone	mistral.shell	mistral action-create	mistralclient.commands.v2.actions.Create	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/mistralclient/shell.py#L751
python-mistralclient	5.4.0	standalone	mistral.shell	mistral action-delete	mistralclient.commands.v2.actions.Delete	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/mistralclient/shell.py#L752
python-mistralclient	5.4.0	standalone	mistral.shell	mistral action-execution-delete	mistralclient.commands.v2.action_executions.Delete	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/mistralclient/shell.py#L725
python-mistralclient	5.4.0	standalone	mistral.shell	mistral action-execution-get	mistralclient.commands.v2.action_executions.Get	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/mistralclient/shell.py#L717
python-mistralclient	5.4.0	standalone	mistral.shell	mistral action-execution-get-input	mistralclient.commands.v2.action_executions.GetInput	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/mistralclient/shell.py#L719
python-mistralclient	5.4.0	standalone	mistral.shell	mistral action-execution-get-output	mistralclient.commands.v2.action_executions.GetOutput	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/mistralclient/shell.py#L721
python-mistralclient	5.4.0	standalone	mistral.shell	mistral action-execution-list	mistralclient.commands.v2.action_executions.List	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/mistralclient/shell.py#L715
python-mistralclient	5.4.0	standalone	mistral.shell	mistral action-execution-update	mistralclient.commands.v2.action_executions.Update	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/mistralclient/shell.py#L723
python-mistralclient	5.4.0	standalone	mistral.shell	mistral action-get	mistralclient.commands.v2.actions.Get	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/mistralclient/shell.py#L750
python-mistralclient	5.4.0	standalone	mistral.shell	mistral action-get-definition	mistralclient.commands.v2.actions.GetDefinition	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/mistralclient/shell.py#L754
python-mistralclient	5.4.0	standalone	mistral.shell	mistral action-list	mistralclient.commands.v2.actions.List	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/mistralclient/shell.py#L749
python-mistralclient	5.4.0	standalone	mistral.shell	mistral action-update	mistralclient.commands.v2.actions.Update	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/mistralclient/shell.py#L753
python-mistralclient	5.4.0	standalone	mistral.shell	mistral action-validate	mistralclient.commands.v2.actions.Validate	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/mistralclient/shell.py#L756
python-mistralclient	5.4.0	standalone	mistral.shell	mistral bash-completion	BashCompletionCommand	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/mistralclient/shell.py#L689
python-mistralclient	5.4.0	standalone	mistral.shell	mistral code-source-create	mistralclient.commands.v2.code_sources.Create	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/mistralclient/shell.py#L776
python-mistralclient	5.4.0	standalone	mistral.shell	mistral code-source-delete	mistralclient.commands.v2.code_sources.Delete	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/mistralclient/shell.py#L782
python-mistralclient	5.4.0	standalone	mistral.shell	mistral code-source-get	mistralclient.commands.v2.code_sources.Get	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/mistralclient/shell.py#L778
python-mistralclient	5.4.0	standalone	mistral.shell	mistral code-source-get-content	mistralclient.commands.v2.code_sources.GetContent	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/mistralclient/shell.py#L784
python-mistralclient	5.4.0	standalone	mistral.shell	mistral code-source-list	mistralclient.commands.v2.code_sources.List	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/mistralclient/shell.py#L781
python-mistralclient	5.4.0	standalone	mistral.shell	mistral code-source-update	mistralclient.commands.v2.code_sources.Update	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/mistralclient/shell.py#L779
python-mistralclient	5.4.0	standalone	mistral.shell	mistral cron-trigger-create	mistralclient.commands.v2.cron_triggers.Create	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/mistralclient/shell.py#L759
python-mistralclient	5.4.0	standalone	mistral.shell	mistral cron-trigger-delete	mistralclient.commands.v2.cron_triggers.Delete	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/mistralclient/shell.py#L761
python-mistralclient	5.4.0	standalone	mistral.shell	mistral cron-trigger-get	mistralclient.commands.v2.cron_triggers.Get	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/mistralclient/shell.py#L758
python-mistralclient	5.4.0	standalone	mistral.shell	mistral cron-trigger-list	mistralclient.commands.v2.cron_triggers.List	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/mistralclient/shell.py#L757
python-mistralclient	5.4.0	standalone	mistral.shell	mistral dynamic-action-create	mistralclient.commands.v2.dynamic_actions.Create	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/mistralclient/shell.py#L786
python-mistralclient	5.4.0	standalone	mistral.shell	mistral dynamic-action-delete	mistralclient.commands.v2.dynamic_actions.Delete	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/mistralclient/shell.py#L794
python-mistralclient	5.4.0	standalone	mistral.shell	mistral dynamic-action-get	mistralclient.commands.v2.dynamic_actions.Get	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/mistralclient/shell.py#L788
python-mistralclient	5.4.0	standalone	mistral.shell	mistral dynamic-action-list	mistralclient.commands.v2.dynamic_actions.List	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/mistralclient/shell.py#L792
python-mistralclient	5.4.0	standalone	mistral.shell	mistral dynamic-action-update	mistralclient.commands.v2.dynamic_actions.Update	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/mistralclient/shell.py#L790
python-mistralclient	5.4.0	standalone	mistral.shell	mistral environment-create	mistralclient.commands.v2.environments.Create	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/mistralclient/shell.py#L706
python-mistralclient	5.4.0	standalone	mistral.shell	mistral environment-delete	mistralclient.commands.v2.environments.Delete	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/mistralclient/shell.py#L708
python-mistralclient	5.4.0	standalone	mistral.shell	mistral environment-get	mistralclient.commands.v2.environments.Get	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/mistralclient/shell.py#L713
python-mistralclient	5.4.0	standalone	mistral.shell	mistral environment-list	mistralclient.commands.v2.environments.List	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/mistralclient/shell.py#L712
python-mistralclient	5.4.0	standalone	mistral.shell	mistral environment-update	mistralclient.commands.v2.environments.Update	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/mistralclient/shell.py#L710
python-mistralclient	5.4.0	standalone	mistral.shell	mistral event-trigger-create	mistralclient.commands.v2.event_triggers.Create	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/mistralclient/shell.py#L766
python-mistralclient	5.4.0	standalone	mistral.shell	mistral event-trigger-delete	mistralclient.commands.v2.event_triggers.Delete	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/mistralclient/shell.py#L768
python-mistralclient	5.4.0	standalone	mistral.shell	mistral event-trigger-get	mistralclient.commands.v2.event_triggers.Get	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/mistralclient/shell.py#L765
python-mistralclient	5.4.0	standalone	mistral.shell	mistral event-trigger-list	mistralclient.commands.v2.event_triggers.List	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/mistralclient/shell.py#L763
python-mistralclient	5.4.0	standalone	mistral.shell	mistral execution-create	mistralclient.commands.v2.executions.Create	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/mistralclient/shell.py#L727
python-mistralclient	5.4.0	standalone	mistral.shell	mistral execution-delete	mistralclient.commands.v2.executions.Delete	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/mistralclient/shell.py#L728
python-mistralclient	5.4.0	standalone	mistral.shell	mistral execution-get	mistralclient.commands.v2.executions.Get	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/mistralclient/shell.py#L731
python-mistralclient	5.4.0	standalone	mistral.shell	mistral execution-get-input	mistralclient.commands.v2.executions.GetInput	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/mistralclient/shell.py#L732
python-mistralclient	5.4.0	standalone	mistral.shell	mistral execution-get-output	mistralclient.commands.v2.executions.GetOutput	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/mistralclient/shell.py#L734
python-mistralclient	5.4.0	standalone	mistral.shell	mistral execution-get-published	mistralclient.commands.v2.executions.GetPublished	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/mistralclient/shell.py#L738
python-mistralclient	5.4.0	standalone	mistral.shell	mistral execution-get-report	mistralclient.commands.v2.executions.GetReport	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/mistralclient/shell.py#L736
python-mistralclient	5.4.0	standalone	mistral.shell	mistral execution-get-sub-executions	mistralclient.commands.v2.executions.SubExecutionsLister	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/mistralclient/shell.py#L740
python-mistralclient	5.4.0	standalone	mistral.shell	mistral execution-list	mistralclient.commands.v2.executions.List	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/mistralclient/shell.py#L730
python-mistralclient	5.4.0	standalone	mistral.shell	mistral execution-update	mistralclient.commands.v2.executions.Update	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/mistralclient/shell.py#L729
python-mistralclient	5.4.0	standalone	mistral.shell	mistral member-create	mistralclient.commands.v2.members.Create	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/mistralclient/shell.py#L771
python-mistralclient	5.4.0	standalone	mistral.shell	mistral member-delete	mistralclient.commands.v2.members.Delete	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/mistralclient/shell.py#L772
python-mistralclient	5.4.0	standalone	mistral.shell	mistral member-get	mistralclient.commands.v2.members.Get	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/mistralclient/shell.py#L775
python-mistralclient	5.4.0	standalone	mistral.shell	mistral member-list	mistralclient.commands.v2.members.List	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/mistralclient/shell.py#L774
python-mistralclient	5.4.0	standalone	mistral.shell	mistral member-update	mistralclient.commands.v2.members.Update	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/mistralclient/shell.py#L773
python-mistralclient	5.4.0	standalone	mistral.shell	mistral run-action	mistralclient.commands.v2.action_executions.Create	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/mistralclient/shell.py#L714
python-mistralclient	5.4.0	standalone	mistral.shell	mistral service-list	mistralclient.commands.v2.services.List	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/mistralclient/shell.py#L770
python-mistralclient	5.4.0	standalone	mistral.shell	mistral task-get	mistralclient.commands.v2.tasks.Get	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/mistralclient/shell.py#L743
python-mistralclient	5.4.0	standalone	mistral.shell	mistral task-get-published	mistralclient.commands.v2.tasks.GetPublished	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/mistralclient/shell.py#L744
python-mistralclient	5.4.0	standalone	mistral.shell	mistral task-get-result	mistralclient.commands.v2.tasks.GetResult	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/mistralclient/shell.py#L745
python-mistralclient	5.4.0	standalone	mistral.shell	mistral task-get-sub-executions	mistralclient.commands.v2.tasks.SubExecutionsLister	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/mistralclient/shell.py#L746
python-mistralclient	5.4.0	standalone	mistral.shell	mistral task-list	mistralclient.commands.v2.tasks.List	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/mistralclient/shell.py#L742
python-mistralclient	5.4.0	standalone	mistral.shell	mistral task-rerun	mistralclient.commands.v2.tasks.Rerun	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/mistralclient/shell.py#L748
python-mistralclient	5.4.0	standalone	mistral.shell	mistral workbook-create	mistralclient.commands.v2.workbooks.Create	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/mistralclient/shell.py#L692
python-mistralclient	5.4.0	standalone	mistral.shell	mistral workbook-delete	mistralclient.commands.v2.workbooks.Delete	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/mistralclient/shell.py#L693
python-mistralclient	5.4.0	standalone	mistral.shell	mistral workbook-get	mistralclient.commands.v2.workbooks.Get	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/mistralclient/shell.py#L691
python-mistralclient	5.4.0	standalone	mistral.shell	mistral workbook-get-definition	mistralclient.commands.v2.workbooks.GetDefinition	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/mistralclient/shell.py#L695
python-mistralclient	5.4.0	standalone	mistral.shell	mistral workbook-list	mistralclient.commands.v2.workbooks.List	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/mistralclient/shell.py#L690
python-mistralclient	5.4.0	standalone	mistral.shell	mistral workbook-update	mistralclient.commands.v2.workbooks.Update	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/mistralclient/shell.py#L694
python-mistralclient	5.4.0	standalone	mistral.shell	mistral workbook-validate	mistralclient.commands.v2.workbooks.Validate	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/mistralclient/shell.py#L697
python-mistralclient	5.4.0	standalone	mistral.shell	mistral workflow-create	mistralclient.commands.v2.workflows.Create	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/mistralclient/shell.py#L700
python-mistralclient	5.4.0	standalone	mistral.shell	mistral workflow-delete	mistralclient.commands.v2.workflows.Delete	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/mistralclient/shell.py#L701
python-mistralclient	5.4.0	standalone	mistral.shell	mistral workflow-get	mistralclient.commands.v2.workflows.Get	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/mistralclient/shell.py#L699
python-mistralclient	5.4.0	standalone	mistral.shell	mistral workflow-get-definition	mistralclient.commands.v2.workflows.GetDefinition	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/mistralclient/shell.py#L703
python-mistralclient	5.4.0	standalone	mistral.shell	mistral workflow-list	mistralclient.commands.v2.workflows.List	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/mistralclient/shell.py#L698
python-mistralclient	5.4.0	standalone	mistral.shell	mistral workflow-update	mistralclient.commands.v2.workflows.Update	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/mistralclient/shell.py#L702
python-mistralclient	5.4.0	standalone	mistral.shell	mistral workflow-validate	mistralclient.commands.v2.workflows.Validate	https://opendev.org/openstack/python-mistralclient/src/tag/5.4.0/mistralclient/shell.py#L705
python-openstackclient	7.4.0	OSC	openstack.cli	openstack command list	openstackclient.common.module:ListCommand	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.cli	openstack module list	openstackclient.common.module:ListModule	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.common	openstack availability zone list	openstackclient.common.availability_zone:ListAvailabilityZone	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.common	openstack configuration show	openstackclient.common.configuration:ShowConfiguration	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.common	openstack extension list	openstackclient.common.extension:ListExtension	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.common	openstack extension show	openstackclient.common.extension:ShowExtension	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.common	openstack limits show	openstackclient.common.limits:ShowLimits	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.common	openstack project cleanup	openstackclient.common.project_cleanup:ProjectCleanup	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.common	openstack quota delete	openstackclient.common.quota:DeleteQuota	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.common	openstack quota list	openstackclient.common.quota:ListQuota	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.common	openstack quota set	openstackclient.common.quota:SetQuota	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.common	openstack quota show	openstackclient.common.quota:ShowQuota	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.common	openstack versions show	openstackclient.common.versions:ShowVersions	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.compute.v2	openstack aggregate add host	openstackclient.compute.v2.aggregate:AddAggregateHost	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.compute.v2	openstack aggregate cache image	openstackclient.compute.v2.aggregate:CacheImageForAggregate	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.compute.v2	openstack aggregate create	openstackclient.compute.v2.aggregate:CreateAggregate	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.compute.v2	openstack aggregate delete	openstackclient.compute.v2.aggregate:DeleteAggregate	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.compute.v2	openstack aggregate list	openstackclient.compute.v2.aggregate:ListAggregate	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.compute.v2	openstack aggregate remove host	openstackclient.compute.v2.aggregate:RemoveAggregateHost	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.compute.v2	openstack aggregate set	openstackclient.compute.v2.aggregate:SetAggregate	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.compute.v2	openstack aggregate show	openstackclient.compute.v2.aggregate:ShowAggregate	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.compute.v2	openstack aggregate unset	openstackclient.compute.v2.aggregate:UnsetAggregate	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.compute.v2	openstack compute agent create	openstackclient.compute.v2.agent:CreateAgent	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.compute.v2	openstack compute agent delete	openstackclient.compute.v2.agent:DeleteAgent	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.compute.v2	openstack compute agent list	openstackclient.compute.v2.agent:ListAgent	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.compute.v2	openstack compute agent set	openstackclient.compute.v2.agent:SetAgent	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.compute.v2	openstack compute service delete	openstackclient.compute.v2.service:DeleteService	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.compute.v2	openstack compute service list	openstackclient.compute.v2.service:ListService	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.compute.v2	openstack compute service set	openstackclient.compute.v2.service:SetService	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.compute.v2	openstack console log show	openstackclient.compute.v2.console:ShowConsoleLog	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.compute.v2	openstack console url show	openstackclient.compute.v2.console:ShowConsoleURL	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.compute.v2	openstack flavor create	openstackclient.compute.v2.flavor:CreateFlavor	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.compute.v2	openstack flavor delete	openstackclient.compute.v2.flavor:DeleteFlavor	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.compute.v2	openstack flavor list	openstackclient.compute.v2.flavor:ListFlavor	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.compute.v2	openstack flavor set	openstackclient.compute.v2.flavor:SetFlavor	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.compute.v2	openstack flavor show	openstackclient.compute.v2.flavor:ShowFlavor	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.compute.v2	openstack flavor unset	openstackclient.compute.v2.flavor:UnsetFlavor	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.compute.v2	openstack host list	openstackclient.compute.v2.host:ListHost	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.compute.v2	openstack host set	openstackclient.compute.v2.host:SetHost	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.compute.v2	openstack host show	openstackclient.compute.v2.host:ShowHost	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.compute.v2	openstack hypervisor list	openstackclient.compute.v2.hypervisor:ListHypervisor	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.compute.v2	openstack hypervisor show	openstackclient.compute.v2.hypervisor:ShowHypervisor	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.compute.v2	openstack hypervisor stats show	openstackclient.compute.v2.hypervisor_stats:ShowHypervisorStats	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.compute.v2	openstack keypair create	openstackclient.compute.v2.keypair:CreateKeypair	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.compute.v2	openstack keypair delete	openstackclient.compute.v2.keypair:DeleteKeypair	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.compute.v2	openstack keypair list	openstackclient.compute.v2.keypair:ListKeypair	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.compute.v2	openstack keypair show	openstackclient.compute.v2.keypair:ShowKeypair	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.compute.v2	openstack server add fixed ip	openstackclient.compute.v2.server:AddFixedIP	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.compute.v2	openstack server add floating ip	openstackclient.compute.v2.server:AddFloatingIP	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.compute.v2	openstack server add network	openstackclient.compute.v2.server:AddNetwork	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.compute.v2	openstack server add port	openstackclient.compute.v2.server:AddPort	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
python-openstackclient	7.4.0	OSC	openstack.compute.v2	openstack server add security group	openstackclient.compute.v2.server:AddServerSecurityGroup	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg
